Clock_Round,Service_Area,Band,Bidder,bid_decision,No of block(s ) selecte d,prov_win_bid,Provisi onally Allocat ed Block( s) at end of clock round,prov_rank
4,Gujarat,800,Jio,No,0,481.25,4,1
4,Gujarat,800,Vodafone,No,0,0,0,0
4,Gujarat,900,Bharti,No,0,74.6,21,1
4,Gujarat,900,Jio,No,0,0,0,0
4,Gujarat,900,Vodafone,No,0,0,0,0
4,Gujarat,1800,Bharti,No,0,0,0,0
4,Gujarat,1800,Jio,No,0,54.6,20,1
4,Gujarat,1800,Vodafone,No,0,0,0,0
4,Gujarat,2100,Bharti,No,0,0,0,0
4,Gujarat,2100,Jio,No,0,0,0,0
4,Gujarat,2100,Vodafone,No,0,0,0,0
4,Gujarat,2300,Bharti,No,0,700,1,2
4,Gujarat,2300,Jio,No,0,700,1,1
4,Gujarat,2300,Vodafone,No,0,0,0,0
4,Gujarat,2500,Bharti,No,0,0,0,0
4,Gujarat,2500,Jio,No,0,0,0,0
4,Gujarat,2500,Vodafone,No,0,0,0,0
4,Haryana,700,Bharti,No,0,0,0,0
4,Haryana,700,Jio,No,0,0,0,0
4,Haryana,700,Vodafone,No,0,0,0,0
4,Haryana,800,Bharti,No,0,71.25,3,2
4,Haryana,800,Jio,No,0,71.25,4,1
4,Haryana,800,Vodafone,No,0,0,0,0
4,Haryana,900,Bharti,No,0,0,0,0
4,Haryana,900,Jio,No,0,0,0,0
4,Haryana,900,Vodafone,No,0,0,0,0
4,Haryana,1800,Bharti,No,0,0,0,0
4,Haryana,1800,Jio,No,0,11.4,25,1
4,Haryana,1800,Vodafone,No,0,0,0,0
4,Haryana,2100,Bharti,No,0,0,0,0
1,Himachal Pradesh,1800,Bharti,Bid,24,3.6,24,1
1,Himachal Pradesh,1800,Jio,No,0,0,0,0
1,Himachal Pradesh,1800,Vodafone,No,0,0,0,0
1,Himachal Pradesh,2100,Bharti,No,0,0,0,0
1,Himachal Pradesh,2100,Jio,No,0,0,0,0
1,Himachal Pradesh,2100,Vodafone,No,0,0,0,0
1,Himachal Pradesh,2300,Bharti,Bid,1,10,1,2
1,Himachal Pradesh,2300,Jio,Bid,1,10,1,1
1,Himachal Pradesh,2300,Vodafone,No,0,0,0,0
1,Himachal Pradesh,2500,Bharti,No,0,0,0,0
1,Himachal Pradesh,2500,Jio,No,0,0,0,0
4,Haryana,2100,Jio,No,0,0,0,0
4,Haryana,2100,Vodafone,No,0,0,0,0
4,Haryana,2300,Bharti,No,0,80,2,2
4,Haryana,2300,Jio,No,0,80,2,1
4,Haryana,2300,Vodafone,No,0,0,0,0
4,Himachal Pradesh,700,Bharti,No,0,0,0,0
4,Himachal Pradesh,700,Jio,No,0,0,0,0
4,Himachal Pradesh,700,Vodafone,No,0,0,0,0
4,Himachal Pradesh,800,Bharti,No,0,0,0,0
4,Himachal Pradesh,800,Jio,No,0,30,4,1
4,Himachal Pradesh,800,Vodafone,No,0,0,0,0
4,Himachal Pradesh,900,Bharti,No,0,7.4,13,1
4,Himachal Pradesh,900,Jio,No,0,0,0,0
4,Himachal Pradesh,900,Vodafone,No,0,0,0,0
4,Himachal Pradesh,1800,Bharti,No,0,3.6,24,1
4,Himachal Pradesh,1800,Jio,No,0,0,0,0
4,Himachal Pradesh,1800,Vodafone,No,0,0,0,0
4,Himachal Pradesh,2100,Bharti,No,0,0,0,0
4,Himachal Pradesh,2100,Jio,No,0,0,0,0
4,Himachal Pradesh,2100,Vodafone,No,0,0,0,0
4,Himachal Pradesh,2300,Bharti,No,0,10,1,2
4,Himachal Pradesh,2300,Jio,No,0,10,1,1
4,Himachal Pradesh,2300,Vodafone,No,0,0,0,0
4,Himachal Pradesh,2500,Bharti,No,0,0,0,0
4,Himachal Pradesh,2500,Jio,No,0,0,0,0
4,Himachal Pradesh,2500,Vodafone,No,0,0,0,0
4,Jammu & Kashmir,700,Bharti,No,0,0,0,0
4,Jammu & Kashmir,700,Jio,No,0,0,0,0
4,Jammu & Kashmir,700,Vodafone,No,0,0,0,0
4,Jammu & Kashmir,800,Bharti,No,0,0,0,0
4,Jammu & Kashmir,800,Jio,No,0,0,0,0
4,Jammu & Kashmir,800,Vodafone,No,0,0,0,0
4,Jammu & Kashmir,1800,Bharti,No,0,3.4,50,1
4,Jammu & Kashmir,1800,Jio,No,0,0,0,0
4,Jammu & Kashmir,1800,Vodafone,No,0,0,0,0
4,Jammu & Kashmir,2100,Bharti,No,0,0,0,0
4,Jammu & Kashmir,2100,Jio,No,0,0,0,0
4,Jammu & Kashmir,2100,Vodafone,No,0,0,0,0
4,Jammu & Kashmir,2300,Bharti,No,0,10,2,2
4,Jammu & Kashmir,2300,Jio,No,0,10,2,1
4,Jammu & Kashmir,2300,Vodafone,No,0,0,0,0
4,Jammu & Kashmir,2500,Bharti,No,0,0,0,0
4,Jammu & Kashmir,2500,Jio,No,0,0,0,0
4,Jammu & Kashmir,2500,Vodafone,No,0,0,0,0
4,Karnataka,700,Bharti,No,0,0,0,0
4,Karnataka,700,Jio,No,0,0,0,0
4,Karnataka,700,Vodafone,No,0,0,0,0
4,Karnataka,800,Bharti,No,0,0,0,0
4,Karnataka,800,Jio,No,0,240,8,1
4,Karnataka,800,Vodafone,No,0,0,0,0
4,Karnataka,900,Bharti,No,0,0,0,0
4,Karnataka,900,Jio,No,0,0,0,0
4,Karnataka,900,Vodafone,No,0,0,0,0
4,Karnataka,1800,Bharti,No,0,21.8,56,1
4,Karnataka,1800,Jio,No,0,21.8,25,2
4,Karnataka,1800,Vodafone,No,0,21.8,20,3
4,Karnataka,2100,Bharti,No,0,0,0,0
4,Karnataka,2100,Jio,No,0,0,0,0
4,Karnataka,2100,Vodafone,No,0,0,0,0
4,Karnataka,2300,Bharti,No,0,0,0,0
4,Karnataka,2300,Jio,No,0,1120,1,1
4,Karnataka,2300,Vodafone,No,0,0,0,0
4,Karnataka,2500,Bharti,No,0,0,0,0
4,Karnataka,2500,Jio,No,0,0,0,0
4,Karnataka,2500,Vodafone,No,0,0,0,0
4,Kerala,700,Bharti,No,0,0,0,0
4,Kerala,700,Jio,No,0,0,0,0
4,Kerala,700,Vodafone,No,0,0,0,0
4,Kerala,800,Bharti,No,0,0,0,0
4,Kerala,800,Jio,No,0,196.25,8,1
4,Kerala,800,Vodafone,No,0,0,0,0
4,Kerala,900,Bharti,No,0,39.8,23,1
4,Kerala,900,Jio,No,0,0,0,0
4,Kerala,900,Vodafone,No,0,0,0,0
4,Kerala,1800,Bharti,No,0,19,25,2
4,Kerala,1800,Jio,No,0,19,25,1
4,Kerala,1800,Vodafone,No,0,0,0,0
4,Kerala,2100,Bharti,No,0,0,0,0
4,Kerala,2100,Jio,No,0,0,0,0
4,Kerala,2100,Vodafone,No,0,0,0,0
4,Kerala,2300,Bharti,No,0,200,1,2
4,Kerala,2300,Jio,No,0,200,1,1
4,Kerala,2300,Vodafone,No,0,0,0,0
4,Kolkata,700,Bharti,No,0,0,0,0
4,Kolkata,700,Jio,No,0,0,0,0
4,Kolkata,700,Vodafone,No,0,0,0,0
4,Kolkata,800,Bharti,No,0,0,0,0
4,Kolkata,800,Jio,No,0,200,8,1
4,Kolkata,800,Vodafone,No,0,0,0,0
4,Kolkata,900,Bharti,No,0,0,0,0
4,Kolkata,900,Jio,No,0,0,0,0
4,Kolkata,900,Vodafone,No,0,0,0,0
4,Kolkata,1800,Bharti,No,0,34.6,5,1
4,Kolkata,1800,Jio,No,0,0,0,0
4,Kolkata,1800,Vodafone,No,0,0,0,0
4,Kolkata,2100,Bharti,No,0,0,0,0
4,Kolkata,2100,Jio,No,0,0,0,0
4,Kolkata,2100,Vodafone,No,0,0,0,0
4,Kolkata,2300,Bharti,No,0,0,0,0
4,Kolkata,2300,Jio,No,0,380,1,1
4,Kolkata,2300,Vodafone,No,0,0,0,0
4,Kolkata,2500,Bharti,No,0,0,0,0
4,Kolkata,2500,Jio,No,0,0,0,0
4,Kolkata,2500,Vodafone,No,0,0,0,0
4,Madhya Pradesh,700,Bharti,No,0,0,0,0
4,Madhya Pradesh,700,Jio,No,0,0,0,0
4,Madhya Pradesh,700,Vodafone,No,0,0,0,0
4,Madhya Pradesh,800,Bharti,No,0,178.75,4,2
4,Madhya Pradesh,800,Jio,No,0,178.75,4,1
4,Madhya Pradesh,800,Vodafone,No,0,0,0,0
4,Madhya Pradesh,900,Bharti,No,0,0,0,0
4,Madhya Pradesh,900,Jio,No,0,0,0,0
4,Madhya Pradesh,900,Vodafone,No,0,0,0,0
4,Madhya Pradesh,1800,Bharti,No,0,19,21,1
4,Madhya Pradesh,1800,Jio,No,0,19,18,2
4,Madhya Pradesh,1800,Vodafone,No,0,0,0,0
4,Madhya Pradesh,2100,Bharti,No,0,0,0,0
4,Madhya Pradesh,2100,Jio,No,0,0,0,0
4,Madhya Pradesh,2100,Vodafone,No,0,0,0,0
4,Madhya Pradesh,2300,Bharti,No,0,90,1,2
4,Madhya Pradesh,2300,Jio,No,0,90,1,1
4,Madhya Pradesh,2300,Vodafone,No,0,0,0,0
4,Maharashtra,700,Bharti,No,0,0,0,0
4,Maharashtra,700,Jio,No,0,0,0,0
4,Maharashtra,700,Vodafone,No,0,0,0,0
4,Maharashtra,800,Bharti,No,0,637.5,2,2
4,Maharashtra,800,Jio,No,0,637.5,8,1
4,Maharashtra,800,Vodafone,No,0,0,0,0
4,Maharashtra,900,Bharti,No,0,0,0,0
4,Maharashtra,900,Jio,No,0,0,0,0
4,Maharashtra,900,Vodafone,No,0,0,0,0
4,Maharashtra,1800,Bharti,No,0,0,0,0
4,Maharashtra,1800,Jio,No,0,73,25,1
4,Maharashtra,1800,Vodafone,No,0,0,0,0
4,Maharashtra,2100,Bharti,No,0,0,0,0
4,Maharashtra,2100,Jio,No,0,0,0,0
4,Maharashtra,2100,Vodafone,No,0,0,0,0
1,Andhra Pradesh,700,Bharti,No,0,0,0,0
1,Andhra Pradesh,700,Jio,No,0,0,0,0
1,Andhra Pradesh,700,Vodafone,No,0,0,0,0
1,Andhra Pradesh,800,Bharti,No,0,0,0,0
1,Andhra Pradesh,800,Jio,Bid,5,487.5,5,1
1,Andhra Pradesh,800,Vodafone,No,0,0,0,0
1,Andhra Pradesh,900,Bharti,No,0,0,0,0
1,Andhra Pradesh,900,Jio,No,0,0,0,0
1,Andhra Pradesh,900,Vodafone,No,0,0,0,0
1,Andhra Pradesh,1800,Bharti,No,0,0,0,0
1,Andhra Pradesh,1800,Jio,Bid,21,55.8,21,1
1,Andhra Pradesh,1800,Vodafone,No,0,0,0,0
1,Andhra Pradesh,2100,Bharti,No,0,0,0,0
1,Andhra Pradesh,2100,Jio,No,0,0,0,0
1,Andhra Pradesh,2100,Vodafone,No,0,0,0,0
1,Himachal Pradesh,2500,Vodafone,No,0,0,0,0
1,Jammu & Kashmir,700,Bharti,No,0,0,0,0
1,Jammu & Kashmir,700,Jio,No,0,0,0,0
1,Jammu & Kashmir,700,Vodafone,No,0,0,0,0
1,Jammu & Kashmir,800,Bharti,No,0,0,0,0
1,Jammu & Kashmir,800,Jio,No,0,0,0,0
1,Jammu & Kashmir,800,Vodafone,No,0,0,0,0
1,Jammu & Kashmir,1800,Bharti,Bid,50,3.4,50,1
1,Jammu & Kashmir,1800,Jio,No,0,0,0,0
1,Jammu & Kashmir,1800,Vodafone,No,0,0,0,0
1,Jammu & Kashmir,2100,Bharti,No,0,0,0,0
4,Maharashtra,2300,Bharti,No,0,720,1,2
4,Maharashtra,2300,Jio,No,0,720,1,1
4,Maharashtra,2300,Vodafone,No,0,0,0,0
4,Maharashtra,2500,Bharti,No,0,0,0,0
4,Maharashtra,2500,Jio,No,0,0,0,0
4,Maharashtra,2500,Vodafone,No,0,0,0,0
4,Mumbai,700,Bharti,No,0,0,0,0
4,Mumbai,700,Jio,No,0,0,0,0
4,Mumbai,700,Vodafone,No,0,0,0,0
4,Mumbai,800,Bharti,No,0,0,0,0
4,Mumbai,800,Jio,No,0,908.75,6,1
4,Mumbai,800,Vodafone,No,0,0,0,0
4,Mumbai,900,Bharti,No,0,0,0,0
4,Mumbai,900,Jio,No,0,0,0,0
4,Mumbai,900,Vodafone,No,0,0,0,0
4,Mumbai,1800,Bharti,No,0,0,0,0
4,Mumbai,1800,Jio,No,0,112.2,17,1
4,Mumbai,1800,Vodafone,No,0,0,0,0
4,Mumbai,2100,Bharti,No,0,0,0,0
4,Mumbai,2100,Jio,No,0,0,0,0
4,Mumbai,2100,Vodafone,No,0,0,0,0
4,Mumbai,2300,Bharti,No,0,0,0,0
4,Mumbai,2300,Jio,No,0,1670,1,1
4,Mumbai,2300,Vodafone,No,0,0,0,0
4,Mumbai,2500,Bharti,No,0,0,0,0
4,Mumbai,2500,Jio,No,0,0,0,0
4,Mumbai,2500,Vodafone,No,0,0,0,0
4,North East,700,Bharti,No,0,0,0,0
4,North East,700,Jio,No,0,0,0,0
4,North East,700,Vodafone,No,0,0,0,0
4,North East,800,Bharti,No,0,0,0,0
4,North East,800,Jio,No,0,0,0,0
4,North East,800,Vodafone,No,0,0,0,0
4,North East,900,Bharti,No,0,4.6,6,1
4,North East,900,Jio,No,0,0,0,0
4,North East,900,Vodafone,No,0,0,0,0
4,North East,1800,Bharti,No,0,0,0,0
4,North East,1800,Jio,No,0,3.4,18,1
4,North East,1800,Vodafone,No,0,0,0,0
4,North East,2100,Bharti,No,0,30,1,1
4,North East,2100,Jio,No,0,0,0,0
4,North East,2100,Vodafone,No,0,0,0,0
4,North East,2300,Bharti,No,0,10,1,2
4,North East,2300,Jio,No,0,10,1,1
4,North East,2300,Vodafone,No,0,0,0,0
4,Odisha,700,Bharti,No,0,0,0,0
4,Odisha,700,Jio,No,0,0,0,0
4,Odisha,700,Vodafone,No,0,0,0,0
4,Odisha,800,Bharti,No,0,0,0,0
4,Odisha,800,Jio,No,0,58.75,4,1
4,Odisha,800,Vodafone,No,0,0,0,0
4,Odisha,900,Bharti,No,0,17.2,19,1
4,Odisha,900,Jio,No,0,0,0,0
4,Odisha,900,Vodafone,No,0,0,0,0
4,Odisha,1800,Bharti,No,0,5.4,13,2
4,Odisha,1800,Jio,No,0,5.4,25,1
4,Odisha,1800,Vodafone,No,0,0,0,0
4,Odisha,2100,Bharti,No,0,0,0,0
4,Odisha,2100,Jio,No,0,0,0,0
4,Odisha,2100,Vodafone,No,0,0,0,0
4,Odisha,2300,Bharti,No,0,50,1,2
4,Odisha,2300,Jio,No,0,50,1,1
4,Odisha,2300,Vodafone,No,0,0,0,0
4,Punjab,700,Bharti,No,0,0,0,0
4,Punjab,700,Jio,No,0,0,0,0
4,Punjab,700,Vodafone,No,0,0,0,0
4,Punjab,800,Bharti,No,0,0,0,0
4,Punjab,800,Jio,No,0,196.25,5,1
4,Punjab,800,Vodafone,No,0,0,0,0
4,Punjab,1800,Bharti,No,0,17.6,25,1
4,Punjab,1800,Jio,No,0,17.6,24,2
4,Punjab,1800,Vodafone,No,0,0,0,0
4,Punjab,2100,Bharti,No,0,0,0,0
4,Punjab,2100,Jio,No,0,0,0,0
4,Punjab,2100,Vodafone,No,0,0,0,0
4,Punjab,2300,Bharti,No,0,210,2,2
4,Punjab,2300,Jio,No,0,210,2,1
4,Punjab,2300,Vodafone,No,0,0,0,0
4,Punjab,2500,Bharti,No,0,0,0,0
4,Punjab,2500,Jio,No,0,0,0,0
4,Punjab,2500,Vodafone,No,0,0,0,0
4,Rajasthan,700,Bharti,No,0,0,0,0
4,Rajasthan,700,Jio,No,0,0,0,0
4,Rajasthan,700,Vodafone,No,0,0,0,0
4,Rajasthan,800,Bharti,No,0,0,0,0
4,Rajasthan,800,Jio,No,0,332.5,4,1
4,Rajasthan,800,Vodafone,No,0,0,0,0
4,Rajasthan,1800,Bharti,No,0,0,0,0
4,Rajasthan,1800,Jio,No,0,0,0,0
4,Rajasthan,1800,Vodafone,No,0,0,0,0
4,Rajasthan,2300,Bharti,No,0,60,2,2
4,Rajasthan,2300,Jio,No,0,60,2,1
4,Rajasthan,2300,Vodafone,No,0,0,0,0
4,Tamil Nadu,700,Bharti,No,0,0,0,0
4,Tamil Nadu,700,Jio,No,0,0,0,0
4,Tamil Nadu,700,Vodafone,No,0,0,0,0
4,Tamil Nadu,800,Bharti,No,0,0,0,0
4,Tamil Nadu,800,Jio,No,0,217.5,8,1
4,Tamil Nadu,800,Vodafone,No,0,0,0,0
4,Tamil Nadu,900,Bharti,No,0,47,25,1
4,Tamil Nadu,900,Jio,No,0,0,0,0
4,Tamil Nadu,900,Vodafone,No,0,47,25,2
4,Tamil Nadu,1800,Bharti,No,0,20,50,1
4,Tamil Nadu,1800,Jio,No,0,20,16,2
4,Tamil Nadu,1800,Vodafone,No,0,0,0,0
4,Tamil Nadu,2300,Bharti,No,0,0,0,0
4,Tamil Nadu,2300,Jio,No,0,1510,1,1
4,Tamil Nadu,2300,Vodafone,No,0,0,0,0
4,Tamil Nadu,2500,Bharti,No,0,0,0,0
4,Tamil Nadu,2500,Jio,No,0,0,0,0
4,Tamil Nadu,2500,Vodafone,No,0,0,0,0
4,Uttar Pradesh (East),700,Bharti,No,0,0,0,0
4,Uttar Pradesh (East),700,Jio,No,0,0,0,0
4,Uttar Pradesh (East),700,Vodafone,No,0,0,0,0
4,Uttar Pradesh (East),800,Bharti,No,0,0,0,0
4,Uttar Pradesh (East),800,Jio,No,0,313.75,4,1
4,Uttar Pradesh (East),800,Vodafone,No,0,0,0,0
4,Uttar Pradesh (East),900,Bharti,No,0,52.4,25,1
4,Uttar Pradesh (East),900,Jio,No,0,0,0,0
4,Uttar Pradesh (East),900,Vodafone,No,0,0,0,0
4,Uttar Pradesh (East),1800,Bharti,No,0,30.6,16,2
4,Uttar Pradesh (East),1800,Jio,No,0,30.6,18,1
4,Uttar Pradesh (East),1800,Vodafone,No,0,30.6,7,3
4,Uttar Pradesh (East),2300,Bharti,No,0,90,2,2
4,Uttar Pradesh (East),2300,Jio,No,0,90,2,1
4,Uttar Pradesh (East),2300,Vodafone,No,0,0,0,0
4,Uttar Pradesh (West),700,Bharti,No,0,0,0,0
4,Uttar Pradesh (West),700,Jio,No,0,0,0,0
4,Uttar Pradesh (West),700,Vodafone,No,0,0,0,0
4,Uttar Pradesh (West),800,Bharti,No,0,201.25,4,2
4,Uttar Pradesh (West),800,Jio,No,0,201.25,4,1
4,Uttar Pradesh (West),800,Vodafone,No,0,0,0,0
4,Uttar Pradesh (West),900,Bharti,No,0,0,0,0
4,Uttar Pradesh (West),900,Jio,No,0,0,0,0
4,Uttar Pradesh (West),900,Vodafone,No,0,0,0,0
4,Uttar Pradesh (West),1800,Bharti,No,0,23,15,2
4,Uttar Pradesh (West),1800,Jio,No,0,23,25,1
4,Uttar Pradesh (West),1800,Vodafone,No,0,0,0,0
4,Uttar Pradesh (West),2100,Bharti,No,0,0,0,0
4,Uttar Pradesh (West),2100,Jio,No,0,0,0,0
4,Uttar Pradesh (West),2100,Vodafone,No,0,0,0,0
4,Uttar Pradesh (West),2300,Bharti,No,0,120,2,2
4,Uttar Pradesh (West),2300,Jio,No,0,120,2,1
4,Uttar Pradesh (West),2300,Vodafone,No,0,0,0,0
4,West Bengal,700,Bharti,No,0,0,0,0
4,West Bengal,700,Jio,No,0,0,0,0
4,West Bengal,700,Vodafone,No,0,0,0,0
4,West Bengal,800,Bharti,No,0,0,0,0
4,West Bengal,800,Jio,No,0,92.5,8,1
4,West Bengal,800,Vodafone,No,0,0,0,0
4,West Bengal,900,Bharti,No,0,24.8,14,1
4,West Bengal,900,Jio,No,0,0,0,0
1,Jammu & Kashmir,2100,Jio,No,0,0,0,0
1,Jammu & Kashmir,2100,Vodafone,No,0,0,0,0
1,Jammu & Kashmir,2300,Bharti,Bid,2,10,2,2
1,Jammu & Kashmir,2300,Jio,Bid,2,10,2,1
1,Jammu & Kashmir,2300,Vodafone,No,0,0,0,0
1,Jammu & Kashmir,2500,Bharti,No,0,0,0,0
1,Jammu & Kashmir,2500,Jio,No,0,0,0,0
1,Jammu & Kashmir,2500,Vodafone,No,0,0,0,0
1,Karnataka,700,Bharti,No,0,0,0,0
1,Karnataka,700,Jio,No,0,0,0,0
1,Karnataka,700,Vodafone,No,0,0,0,0
1,Karnataka,800,Bharti,No,0,0,0,0
4,West Bengal,900,Vodafone,No,0,0,0,0
4,West Bengal,1800,Bharti,No,0,10.6,19,1
4,West Bengal,1800,Jio,No,0,0,0,0
4,West Bengal,1800,Vodafone,No,0,0,0,0
4,West Bengal,2100,Bharti,No,0,175,1,1
4,West Bengal,2100,Jio,No,0,0,0,0
4,West Bengal,2100,Vodafone,No,0,0,0,0
4,West Bengal,2300,Bharti,No,0,60,1,2
4,West Bengal,2300,Jio,No,0,60,1,1
4,West Bengal,2300,Vodafone,No,0,0,0,0
5,Andhra Pradesh,700,Bharti,No,0,0,0,0
5,Andhra Pradesh,700,Jio,No,0,0,0,0
5,Andhra Pradesh,700,Vodafone,No,0,0,0,0
5,Andhra Pradesh,800,Bharti,No,0,0,0,0
5,Andhra Pradesh,800,Jio,No,0,487.5,5,1
5,Andhra Pradesh,800,Vodafone,No,0,0,0,0
5,Andhra Pradesh,900,Bharti,No,0,0,0,0
5,Andhra Pradesh,900,Jio,No,0,0,0,0
5,Andhra Pradesh,900,Vodafone,No,0,0,0,0
5,Andhra Pradesh,1800,Bharti,No,0,0,0,0
5,Andhra Pradesh,1800,Jio,No,0,55.8,21,1
5,Andhra Pradesh,1800,Vodafone,No,0,0,0,0
5,Andhra Pradesh,2100,Bharti,No,0,0,0,0
5,Andhra Pradesh,2100,Jio,No,0,0,0,0
5,Andhra Pradesh,2100,Vodafone,No,0,0,0,0
5,Andhra Pradesh,2300,Bharti,No,0,0,0,0
5,Andhra Pradesh,2300,Jio,No,0,780,1,1
5,Andhra Pradesh,2300,Vodafone,No,0,0,0,0
5,Andhra Pradesh,2500,Bharti,No,0,0,0,0
5,Andhra Pradesh,2500,Jio,No,0,0,0,0
5,Andhra Pradesh,2500,Vodafone,No,0,0,0,0
5,Assam,700,Bharti,No,0,0,0,0
5,Assam,700,Jio,No,0,0,0,0
5,Assam,700,Vodafone,No,0,0,0,0
5,Assam,800,Bharti,No,0,0,0,0
5,Assam,800,Jio,No,0,0,0,0
5,Assam,800,Vodafone,No,0,0,0,0
5,Assam,900,Bharti,No,0,0,0,0
5,Assam,900,Jio,No,0,0,0,0
5,Assam,900,Vodafone,No,0,0,0,0
5,Assam,1800,Bharti,No,0,0,0,0
5,Assam,1800,Jio,No,0,9.2,23,1
5,Assam,1800,Vodafone,No,0,0,0,0
5,Assam,2100,Bharti,No,0,150,1,1
5,Assam,2100,Jio,No,0,0,0,0
5,Assam,2100,Vodafone,No,0,0,0,0
5,Assam,2300,Bharti,No,0,20,1,2
5,Assam,2300,Jio,No,0,20,1,1
5,Assam,2300,Vodafone,No,0,0,0,0
5,Bihar,700,Bharti,No,0,0,0,0
5,Bihar,700,Jio,No,0,0,0,0
5,Bihar,700,Vodafone,No,0,0,0,0
5,Bihar,800,Bharti,No,0,0,0,0
5,Bihar,800,Jio,No,0,170,4,1
5,Bihar,800,Vodafone,No,0,0,0,0
5,Bihar,900,Bharti,No,0,40.2,17,1
5,Bihar,900,Jio,No,0,0,0,0
5,Bihar,900,Vodafone,No,0,0,0,0
5,Bihar,1800,Bharti,No,0,17.6,14,2
5,Bihar,1800,Jio,No,0,17.6,25,1
5,Bihar,1800,Vodafone,No,0,0,0,0
5,Bihar,2100,Bharti,No,0,0,0,0
5,Bihar,2100,Jio,No,0,0,0,0
5,Bihar,2100,Vodafone,No,0,0,0,0
5,Bihar,2300,Bharti,No,0,70,1,2
5,Bihar,2300,Jio,No,0,70,1,1
5,Bihar,2300,Vodafone,No,0,0,0,0
5,Bihar,2500,Bharti,No,0,0,0,0
5,Bihar,2500,Jio,No,0,0,0,0
5,Bihar,2500,Vodafone,No,0,0,0,0
5,Delhi,700,Bharti,No,0,0,0,0
5,Delhi,700,Jio,No,0,0,0,0
5,Delhi,700,Vodafone,No,0,0,0,0
5,Delhi,800,Bharti,No,0,0,0,0
5,Delhi,800,Jio,No,0,800,7,1
5,Delhi,800,Vodafone,No,0,0,0,0
5,Delhi,900,Bharti,No,0,0,0,0
5,Delhi,900,Jio,No,0,0,0,0
5,Delhi,900,Vodafone,No,0,0,0,0
5,Delhi,1800,Bharti,No,0,0,0,0
5,Delhi,1800,Jio,No,0,91.4,23,1
5,Delhi,1800,Vodafone,No,0,0,0,0
5,Delhi,2100,Bharti,No,0,0,0,0
5,Delhi,2100,Jio,No,0,0,0,0
5,Delhi,2100,Vodafone,No,0,0,0,0
5,Delhi,2300,Bharti,No,0,0,0,0
5,Delhi,2300,Jio,No,0,1640,1,1
5,Delhi,2300,Vodafone,No,0,0,0,0
5,Delhi,2500,Bharti,No,0,0,0,0
5,Delhi,2500,Jio,No,0,0,0,0
5,Delhi,2500,Vodafone,No,0,0,0,0
5,Gujarat,700,Bharti,No,0,0,0,0
5,Gujarat,700,Jio,No,0,0,0,0
5,Gujarat,700,Vodafone,No,0,0,0,0
5,Gujarat,800,Bharti,No,0,0,0,0
5,Gujarat,800,Jio,No,0,481.25,4,1
5,Gujarat,800,Vodafone,No,0,0,0,0
5,Gujarat,900,Bharti,No,0,74.6,21,1
5,Gujarat,900,Jio,No,0,0,0,0
5,Gujarat,900,Vodafone,No,0,0,0,0
5,Gujarat,1800,Bharti,No,0,0,0,0
5,Gujarat,1800,Jio,No,0,54.6,20,1
5,Gujarat,1800,Vodafone,No,0,0,0,0
5,Gujarat,2100,Bharti,No,0,0,0,0
5,Gujarat,2100,Jio,No,0,0,0,0
5,Gujarat,2100,Vodafone,No,0,0,0,0
5,Gujarat,2300,Bharti,No,0,700,1,2
5,Gujarat,2300,Jio,No,0,700,1,1
5,Gujarat,2300,Vodafone,No,0,0,0,0
5,Gujarat,2500,Bharti,No,0,0,0,0
5,Gujarat,2500,Jio,No,0,0,0,0
5,Gujarat,2500,Vodafone,No,0,0,0,0
5,Haryana,700,Bharti,No,0,0,0,0
5,Haryana,700,Jio,No,0,0,0,0
5,Haryana,700,Vodafone,No,0,0,0,0
5,Haryana,800,Bharti,No,0,71.25,3,2
5,Haryana,800,Jio,No,0,71.25,4,1
5,Haryana,800,Vodafone,No,0,0,0,0
5,Haryana,900,Bharti,No,0,0,0,0
5,Haryana,900,Jio,No,0,0,0,0
5,Haryana,900,Vodafone,No,0,0,0,0
5,Haryana,1800,Bharti,No,0,0,0,0
5,Haryana,1800,Jio,No,0,11.4,25,1
5,Haryana,1800,Vodafone,No,0,0,0,0
5,Haryana,2100,Bharti,No,0,0,0,0
5,Haryana,2100,Jio,No,0,0,0,0
5,Haryana,2100,Vodafone,No,0,0,0,0
5,Haryana,2300,Bharti,No,0,80,2,2
5,Haryana,2300,Jio,No,0,80,2,1
5,Haryana,2300,Vodafone,No,0,0,0,0
5,Himachal Pradesh,700,Bharti,No,0,0,0,0
5,Himachal Pradesh,700,Jio,No,0,0,0,0
5,Himachal Pradesh,700,Vodafone,No,0,0,0,0
5,Himachal Pradesh,800,Bharti,No,0,0,0,0
5,Himachal Pradesh,800,Jio,No,0,30,4,1
5,Himachal Pradesh,800,Vodafone,No,0,0,0,0
5,Himachal Pradesh,900,Bharti,No,0,7.4,13,1
5,Himachal Pradesh,900,Jio,No,0,0,0,0
5,Himachal Pradesh,900,Vodafone,No,0,0,0,0
5,Himachal Pradesh,1800,Bharti,No,0,3.6,24,1
5,Himachal Pradesh,1800,Jio,No,0,0,0,0
5,Himachal Pradesh,1800,Vodafone,No,0,0,0,0
5,Himachal Pradesh,2100,Bharti,No,0,0,0,0
5,Himachal Pradesh,2100,Jio,No,0,0,0,0
5,Himachal Pradesh,2100,Vodafone,No,0,0,0,0
